"Path","LegacyRoot","Title","Namespace","Role","System","Workspace","Type","Project","Domain","Status","Authority","SuggestedRole","SuggestedSystem","SuggestedWorkspace","SuggestedTarget","MigrationDisposition","Confidence","NeedsHumanReview","PathSensitiveReferenceCount","PathSensitiveKinds"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\crmAnalyticsFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\crmAnalyticsFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.crmanalyticsfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\pipelineFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\pipelineFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.pipelinefeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\dashboard\dashboardFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\dashboard\dashboardFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.dashboard.dashboardfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\explorer\maximalTemplateExplorer.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\explorer\maximalTemplateExplorer.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.explorer.maximaltemplateexplorer.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\invoicing\expensesFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\invoicing\expensesFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.invoicing.expensesfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\invoicing\invoiceEditorFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\invoicing\invoiceEditorFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.invoicing.invoiceeditorfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","6","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\invoicing\invoiceFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\invoicing\invoiceFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.invoicing.invoicefeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\invoicing\invoicesFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\invoicing\invoicesFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.invoicing.invoicesfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\marketing\audiencesFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\marketing\audiencesFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.marketing.audiencesfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\marketing\campaignEditorFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\marketing\campaignEditorFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.marketing.campaigneditorfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","7","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\marketing\campaignsFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\marketing\campaignsFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.marketing.campaignsfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\marketing\marketingAnalyticsFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\marketing\marketingAnalyticsFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.marketing.marketinganalyticsfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\onboarding\onboardingFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\onboarding\onboardingFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.onboarding.onboardingfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\portal\billingFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\portal\billingFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.portal.billingfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\portal\documentsFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\portal\documentsFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.portal.documentsfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\portal\portalFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\portal\portalFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.portal.portalfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\projects\projectFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\projects\projectFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.projects.projectfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\projects\projectsFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\projects\projectsFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.projects.projectsfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\projects\taskEditorFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\projects\taskEditorFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.projects.taskeditorfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","7","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\projects\tasksFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\projects\tasksFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.projects.tasksfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\projects\timelineFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\projects\timelineFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.projects.timelinefeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
